,carat,depth,table,x,y,z,predict
2504,0.4,61.6,56.0,4.73,4.77,2.93,800.72723
2505,0.53,58.5,61.0,5.39,5.28,3.12,1466.959
2506,1.05,61.8,56.0,6.55,6.45,4.02,5341.538
2507,0.32,63.6,56.0,4.34,4.37,2.77,609.3308
2508,0.71,64.1,60.0,0.0,0.0,0.0,157.52335
2509,0.31,61.4,58.0,4.34,4.39,2.68,598.0463
2510,1.74,62.5,58.0,7.67,7.65,4.79,11300.58
2511,1.51,60.9,61.0,7.32,7.3,4.45,8720.841
2512,0.9,61.6,56.0,6.17,6.13,3.79,3929.6284
2513,1.07,60.5,62.0,6.6,6.69,4.02,5087.093
2514,0.91,65.3,62.0,6.11,6.01,3.96,2674.6777
2515,0.59,60.0,56.0,5.46,5.5,3.29,1948.0782
2516,1.53,59.4,59.0,7.58,7.51,4.48,10406.036
2517,1.53,61.7,59.0,7.4,7.31,4.54,9293.526
2518,1.0,59.6,59.0,6.48,6.51,3.87,4966.9434
2519,0.34,63.5,56.0,4.48,4.44,2.83,648.483
2520,1.01,60.6,62.0,6.52,6.49,3.94,4507.4297
2521,0.7,60.4,63.0,5.73,5.76,3.47,2053.758
2522,0.32,61.8,57.0,4.4,4.37,2.71,614.1447
2523,0.3,62.5,59.0,4.32,4.25,2.68,559.8806
2524,0.57,60.5,56.0,5.36,5.38,3.25,1738.9353
2525,0.31,62.1,55.0,4.35,4.38,2.71,621.01886
2526,0.37,62.3,54.0,4.57,4.65,2.87,722.22076
2527,0.54,61.7,56.0,5.27,5.24,3.24,1544.9796
2528,0.7,61.8,57.0,5.67,5.72,3.52,2273.8525
2529,0.71,61.4,58.0,5.75,5.79,3.54,2358.3313
2530,0.25,61.1,59.0,4.03,4.05,2.47,475.45227
2531,2.2,60.9,60.0,8.42,8.34,5.1,14411.209
2532,0.4,63.4,54.0,4.73,4.68,2.99,799.59576
2533,0.51,60.8,56.0,5.17,5.2,3.15,1451.8788
2534,1.01,59.9,61.0,6.46,6.5,3.88,4624.6973
2535,2.08,62.0,58.0,8.19,8.1,5.05,13728.509
2536,0.51,60.4,59.0,5.2,5.17,3.13,1317.064
2537,0.56,60.3,59.0,5.34,5.3,3.21,1528.6691
2538,0.41,61.7,54.0,4.79,4.78,2.95,943.9443
2539,0.31,63.3,57.0,4.28,4.31,2.72,579.75287
2540,1.01,62.9,58.0,6.43,6.35,4.02,4529.652
2541,0.43,63.4,57.0,4.81,4.84,3.06,828.5701
2542,0.41,61.6,54.0,4.78,4.8,2.95,953.2147
2543,0.35,62.0,55.0,4.52,4.54,2.81,684.3822
2544,0.25,58.0,65.0,4.13,4.18,2.41,491.71118
2545,0.4,62.5,59.0,4.71,4.67,2.93,714.5876
2546,1.58,63.1,58.0,7.33,7.38,4.64,9452.605
2547,0.32,61.6,56.0,4.37,4.4,2.7,622.2745
2548,0.39,60.0,56.0,4.79,4.77,2.87,868.6673
2549,1.26,61.4,56.0,7.01,6.97,4.29,7632.269
2550,0.71,61.4,56.0,5.76,5.73,3.53,2466.6548
2551,1.39,60.8,57.0,7.24,7.21,4.39,8874.713
2552,0.3,60.8,57.0,4.33,4.35,2.64,596.93024
2553,0.44,61.8,55.0,4.91,4.86,3.02,1045.6664
2554,0.3,63.5,55.0,4.24,4.29,2.71,583.51685
2555,0.42,60.6,57.0,4.85,4.82,2.93,897.32355
2556,0.41,60.6,57.0,4.79,4.84,2.92,865.0394
2557,1.04,61.4,57.0,6.53,6.5,4.0,5256.0474
2558,0.9,61.6,56.0,6.22,6.16,3.81,4055.3792
2559,0.9,63.7,58.0,6.05,6.1,3.87,3222.1306
2560,0.31,60.8,56.0,4.4,4.42,2.68,629.94434
2561,0.41,64.1,55.0,4.68,4.71,3.01,748.64374
2562,1.52,62.7,56.0,7.28,7.2,4.54,9249.701
2563,1.0,61.6,57.0,6.37,6.45,3.95,4825.1543
2564,1.21,60.6,56.0,6.92,6.94,4.2,7344.2773
2565,0.91,60.4,61.0,6.28,6.21,3.77,3631.7036
2566,0.53,62.2,56.0,5.18,5.21,3.23,1450.0704
2567,0.43,61.0,57.0,4.88,4.85,2.97,935.1142
2568,0.91,62.0,62.0,6.25,6.16,3.85,3233.899
2569,1.01,60.2,58.0,6.57,6.51,3.94,5234.316
2570,0.53,62.2,55.0,5.18,5.21,3.23,1498.0685
2571,0.72,62.2,58.0,5.75,5.7,3.56,2268.7544
2572,0.31,61.3,58.0,4.37,4.4,2.69,605.17194
2573,1.0,57.6,61.0,6.67,6.6,3.82,5284.45
2574,0.59,62.1,55.0,5.4,5.42,3.36,1820.5782
2575,1.03,60.7,60.0,6.61,6.53,3.99,5041.899
2576,0.27,60.5,57.0,4.2,4.22,2.55,548.5172
2577,1.03,61.9,57.0,6.52,6.54,4.04,5247.09
2578,1.72,62.2,59.0,7.62,7.55,4.72,10742.8125
2579,0.5,62.0,58.0,5.09,5.07,3.15,1190.0459
2580,0.57,61.7,54.0,5.41,5.32,3.31,1805.4578
2581,0.34,62.0,55.0,4.48,4.45,2.77,660.7376
2582,0.33,62.4,59.0,4.41,4.47,2.77,617.4391
2583,0.4,63.0,56.0,4.72,4.68,2.96,741.5153
2584,0.36,61.5,56.0,4.58,4.61,2.82,699.7914
2585,0.9,63.0,62.0,6.06,6.13,3.84,2830.6565
2586,0.81,62.2,57.0,5.97,6.02,3.73,3061.457
2587,0.57,62.8,57.0,5.23,5.28,3.3,1494.9462
2588,0.32,62.1,60.0,4.37,4.33,2.7,577.68555
2589,1.17,63.6,61.0,6.66,6.64,4.23,5198.2417
2590,0.93,62.3,60.0,6.2,6.23,3.87,3562.707
2591,0.9,62.6,54.0,6.16,6.23,3.88,4286.6904
2592,0.37,60.5,60.0,4.65,4.67,2.82,693.32556
2593,1.56,61.2,57.0,7.48,7.52,4.59,10485.123
2594,0.9,63.6,58.0,6.1,6.14,3.89,3376.2622
2595,0.73,62.8,57.0,5.77,5.72,3.61,2354.6926
2596,0.7,61.6,57.0,5.76,5.71,3.53,2344.3892
2597,1.13,60.7,58.0,6.72,6.75,4.09,6054.961
2598,1.0,62.1,58.0,6.36,6.45,3.96,4602.844
2599,0.34,62.8,58.0,4.44,4.48,2.8,633.49194
2600,1.0,63.8,58.0,6.37,6.29,4.04,4243.003
2601,0.39,61.3,58.0,4.73,4.7,2.89,730.5649
2602,0.7,58.5,62.0,5.72,5.81,3.37,2203.6104
2603,0.51,62.4,57.0,5.1,5.13,3.19,1280.2826
2604,0.91,64.5,55.0,6.24,6.07,3.97,3870.4214
2605,1.08,59.7,60.0,6.71,6.69,4.0,5632.332
2606,0.54,63.5,58.0,5.21,5.15,3.29,1316.4536
2607,0.31,62.2,55.0,4.35,4.39,2.72,622.84906
2608,0.54,61.3,56.0,5.22,5.26,3.21,1532.9338
2609,0.73,59.0,61.0,5.84,5.88,3.46,2428.358
2610,0.67,63.8,61.0,5.46,5.54,3.52,1675.1356
2611,0.37,63.3,56.0,4.56,4.63,2.91,700.3084
2612,0.32,61.8,58.0,4.39,4.35,2.7,600.99896
2613,0.5,63.3,64.0,4.98,5.0,3.16,793.8789
2614,0.31,62.3,55.0,4.34,4.36,2.71,615.7535
2615,2.0,62.4,55.0,8.03,7.94,4.99,13416.082
2616,0.33,62.5,59.0,4.47,4.4,2.77,615.55225
2617,0.53,61.3,55.0,5.22,5.25,3.21,1569.4513
2618,0.74,63.5,58.0,5.78,5.72,3.65,2284.6074
2619,0.38,61.5,58.0,4.64,4.69,2.87,711.8
2620,0.37,60.7,59.0,4.66,4.63,2.82,696.1175
2621,1.11,61.2,56.0,6.68,6.65,4.08,6037.793
2622,1.09,59.8,61.0,6.64,6.7,3.99,5403.503
2623,1.21,64.5,56.0,6.7,6.66,4.31,6024.528
2624,2.16,59.7,60.0,8.38,8.3,4.98,14275.428
2625,2.01,62.1,60.0,7.94,8.03,4.96,13010.909
2626,0.7,62.1,57.0,5.68,5.6,3.5,2172.5964
2627,0.91,65.0,62.0,6.09,6.04,3.94,2691.085
2628,0.31,61.0,57.0,4.41,4.38,2.68,616.68115
2629,0.3,62.6,59.0,4.23,4.27,2.66,547.561
2630,0.41,61.2,59.0,4.78,4.82,2.94,755.15485
2631,0.41,60.6,59.0,4.77,4.8,2.9,750.4793
2632,1.02,61.8,59.0,6.45,6.39,3.97,4590.9727
2633,2.0,57.3,65.0,8.26,8.22,4.72,13397.723
2634,0.5,61.4,57.8,5.09,5.14,3.15,1261.3855
2635,0.52,60.7,59.0,5.18,5.14,3.13,1285.0858
2636,0.51,62.6,57.0,5.08,5.14,3.2,1270.722
2637,1.26,62.5,58.0,6.9,6.92,4.32,6744.9004
2638,0.4,62.5,57.0,4.72,4.69,2.94,735.7608
2639,0.4,62.3,53.7,4.72,4.74,2.95,869.0572
2640,0.54,59.8,57.0,5.31,5.29,3.17,1594.6074
2641,0.35,53.2,62.0,4.87,4.8,2.57,774.5854
2642,1.03,61.6,55.0,6.49,6.46,3.99,5380.759
2643,1.08,61.6,56.0,6.64,6.57,4.07,5755.5225
2644,1.12,61.6,55.0,6.69,6.66,4.11,6199.6694
2645,0.32,61.1,53.0,4.4,4.44,2.7,658.8814
2646,1.03,61.3,56.0,6.48,6.54,3.99,5373.34
2647,0.41,62.0,57.0,4.79,4.73,2.95,761.78064
2648,0.37,59.1,60.0,4.71,4.69,2.78,708.4631
2649,1.22,61.7,56.0,6.93,6.87,4.26,7098.7627
2650,0.9,60.9,66.0,6.1,6.12,3.72,2677.8298
2651,0.6,62.0,62.0,5.33,5.4,3.32,1430.7604
2652,0.77,63.1,58.0,5.86,5.7,3.65,2375.4744
2653,1.37,62.4,58.0,7.0,7.1,4.4,7644.1787
2654,0.96,61.5,63.0,6.22,6.06,3.78,3029.558
2655,0.41,59.8,59.0,4.85,4.82,2.89,811.8166
2656,1.02,60.8,57.0,6.42,6.5,3.93,5089.135
2657,0.65,62.1,54.0,5.56,5.59,3.46,2203.6357
2658,1.06,62.4,55.0,6.54,6.5,4.07,5522.5845
2659,0.77,59.9,59.0,5.9,5.95,3.55,2713.9165
2660,1.03,59.7,55.0,6.6,6.64,3.95,5997.2344
2661,1.01,60.2,65.0,6.55,6.48,3.92,4138.4697
2662,1.51,61.9,58.0,7.39,7.34,4.56,9468.041
2663,0.46,62.0,54.0,4.97,4.99,3.09,1226.0377
2664,0.7,61.2,56.0,5.69,5.74,3.5,2404.1362
2665,0.32,60.8,56.0,4.44,4.37,2.68,630.5854
2666,0.4,63.5,55.0,4.69,4.66,2.97,740.8261
2667,0.43,61.6,55.0,4.87,4.9,3.01,1042.4941
2668,0.3,61.2,59.0,4.32,4.28,2.63,566.5518
2669,0.38,61.5,58.0,4.69,4.64,2.87,711.8754
2670,0.79,58.8,60.0,6.03,6.08,3.56,3068.9
2671,0.38,60.7,59.0,4.73,4.69,2.86,719.8078
2672,0.55,61.0,59.0,5.31,5.34,2.25,1019.0858
2673,1.24,62.6,54.0,6.88,6.84,4.29,7256.7007
2674,1.13,61.6,55.0,6.68,6.72,4.13,6306.523
2675,0.91,60.8,58.0,6.21,6.29,3.8,4052.0396
2676,0.35,60.8,58.0,4.55,4.53,2.76,665.0385
2677,0.26,62.0,55.0,4.08,4.11,2.54,521.27057
2678,0.33,61.3,56.0,4.46,4.44,2.73,646.8244
2679,1.77,60.2,58.0,7.88,7.83,4.73,12506.671
2680,0.61,61.9,56.0,5.43,5.45,3.37,1835.3143
2681,0.73,62.9,56.0,5.71,5.77,3.61,2422.8623
2682,0.71,61.4,56.0,5.75,5.78,3.54,2504.9004
2683,2.19,60.8,60.0,8.38,8.34,5.08,14343.923
2684,0.3,61.8,57.0,4.28,4.31,2.65,579.592
2685,0.3,63.2,57.0,4.28,4.23,2.69,564.54456
2686,0.54,61.5,58.0,5.21,5.26,3.22,1427.588
2687,0.26,62.4,54.0,4.08,4.13,2.56,531.5943
2688,2.03,61.7,59.0,8.17,8.1,5.02,13549.01
2689,0.33,62.3,55.0,4.43,4.46,2.77,651.5569
2690,1.05,64.2,61.0,6.33,6.41,4.09,4004.3445
2691,0.36,62.0,59.0,4.51,4.56,2.81,655.42914
2692,0.41,62.1,57.0,4.74,4.79,2.96,765.94055
2693,0.37,61.4,56.0,4.59,4.63,2.83,707.46783
2694,0.92,62.6,56.0,6.2,6.17,3.87,3996.7798
2695,0.3,63.2,58.0,4.23,4.25,2.68,551.3387
2696,1.0,62.8,53.9,6.37,6.42,4.02,5131.272
2697,0.51,62.3,59.0,5.07,5.1,3.17,1149.1714
2698,0.7,60.2,61.0,5.69,5.73,3.44,2120.4749
2699,0.3,61.8,56.0,4.31,4.33,2.67,596.5748
2700,0.82,59.9,62.0,6.02,6.04,3.61,2751.1367
2701,0.41,59.9,58.0,4.81,4.84,2.89,844.6315
2702,1.4,60.9,57.0,7.22,7.29,4.42,9028.344
2703,1.0,60.4,57.0,6.49,6.46,3.91,5127.5063
2704,0.32,61.2,59.0,4.42,4.4,2.7,607.473
2705,1.04,61.9,54.0,6.51,6.57,4.05,5735.335
2706,0.72,62.0,57.0,5.71,5.74,3.55,2333.622
2707,0.34,60.5,60.1,4.5,4.53,2.73,638.147
2708,0.72,61.8,61.0,5.67,5.72,3.53,2065.6082
2709,1.22,62.2,54.0,6.83,6.86,4.26,7201.487
2710,0.4,62.3,58.0,4.66,4.72,2.92,722.6873
2711,0.93,60.5,57.0,6.37,6.32,3.84,4568.0967
2712,1.0,63.3,54.0,6.39,6.34,4.03,4973.914
2713,0.9,61.7,60.0,6.16,6.22,3.82,3477.2134
2714,2.0,60.7,60.0,8.07,8.02,4.88,13196.349
2715,1.05,62.3,56.0,6.54,6.47,4.05,5313.132
2716,0.85,58.5,60.0,6.23,6.21,3.64,3740.6953
2717,0.3,61.5,57.0,4.28,4.31,2.64,580.42114
2718,0.51,62.6,57.0,5.15,5.1,3.21,1291.7347
2719,0.7,60.9,58.0,5.68,5.74,3.48,2271.178
2720,0.41,61.9,54.0,4.77,4.82,2.96,948.98724
2721,1.0,59.6,61.0,6.4,6.36,3.8,4300.962
2722,0.36,61.5,57.0,4.55,4.59,2.81,684.0235
2723,0.71,61.8,56.0,5.72,5.75,3.55,2435.4019
2724,0.38,61.6,57.0,4.65,4.61,2.85,707.6587
2725,0.91,63.4,54.0,6.07,6.24,3.9,4104.076
2726,0.35,61.8,57.0,4.53,4.5,2.79,663.38715
2727,0.55,62.7,59.0,5.22,5.25,3.28,1360.7637
2728,0.4,62.7,56.0,4.73,4.71,2.96,748.75867
2729,0.4,62.3,57.0,4.75,4.72,2.95,746.15967
2730,0.36,61.6,60.0,4.58,4.54,2.81,656.7132
2731,0.88,63.2,57.0,6.08,6.15,3.87,3509.2039
2732,0.73,60.3,59.0,5.9,5.87,3.55,2553.0044
2733,1.01,63.4,58.0,6.36,6.38,4.04,4426.2676
2734,1.27,60.2,58.0,7.04,6.99,4.22,7506.2236
2735,0.31,64.1,61.0,4.29,4.2,2.72,529.24646
2736,0.32,62.6,58.0,4.38,4.41,2.75,608.08795
2737,0.41,60.2,57.0,4.81,4.85,2.91,893.55774
2738,0.32,62.3,60.0,4.36,4.4,2.73,587.7286
2739,0.57,61.9,56.0,5.33,5.3,3.29,1639.9977
2740,1.01,65.2,52.0,6.31,6.29,4.11,4916.639
2741,1.07,59.4,59.0,6.64,6.7,3.96,5680.6846
2742,1.25,60.4,59.0,7.01,6.94,4.21,7046.381
2743,0.63,62.9,60.0,5.45,5.33,3.39,1566.5686
2744,0.57,62.2,60.0,5.28,5.3,3.29,1408.793
2745,0.43,61.1,59.0,4.86,4.83,2.96,809.673
2746,0.77,58.1,63.0,6.02,6.06,3.5,2742.49
2747,0.33,61.3,57.0,4.47,4.49,2.75,649.018
2748,1.54,59.3,60.0,7.58,7.54,4.48,10300.909
2749,1.01,62.8,58.0,6.43,6.34,4.01,4520.2695
2750,0.43,62.8,58.0,4.85,4.83,3.04,813.7835
2751,0.54,62.6,58.0,5.16,5.19,3.24,1327.3043
2752,0.8,63.3,58.0,5.93,5.89,3.74,2654.8037
2753,0.41,62.7,57.0,4.77,4.74,2.98,754.17035
2754,2.08,57.0,63.0,8.49,8.45,4.83,14318.923
2755,0.5,60.6,66.0,5.06,5.1,3.08,835.36536
2756,1.28,60.8,60.0,7.03,6.98,4.26,7004.669
2757,1.15,61.4,57.0,6.7,6.78,4.14,6200.5303
2758,2.03,62.1,57.0,8.15,8.08,5.04,13651.633
2759,1.5,59.0,62.0,7.45,7.47,4.4,9383.185
2760,0.33,60.7,57.0,4.48,4.45,2.71,644.37305
2761,1.22,62.7,58.0,6.8,6.72,4.24,6153.0317
2762,1.5,65.1,59.0,7.12,6.96,4.58,7376.209
2763,1.0,61.8,59.0,6.4,6.35,3.94,4403.6313
2764,0.26,62.0,56.0,4.07,4.1,2.53,509.421
2765,1.31,62.5,56.0,6.95,7.03,4.37,7624.573
2766,0.9,63.6,57.0,6.08,6.12,3.88,3457.2737
2767,0.59,62.0,55.0,5.37,5.4,3.34,1790.329
2768,1.33,57.4,62.0,7.3,7.23,4.17,8289.024
2769,1.05,60.5,60.0,6.62,6.53,3.98,5110.1323
2770,0.79,62.8,57.0,5.9,5.85,3.69,2675.7417
2771,0.32,61.2,57.0,4.39,4.42,2.69,620.97144
2772,2.01,64.1,57.0,7.82,7.78,5.0,12632.767
2773,0.5,62.2,60.0,5.15,5.05,3.17,1115.4487
2774,0.33,61.1,59.0,4.43,4.47,2.72,622.8437
2775,0.32,59.5,61.0,4.42,4.46,2.64,603.4874
2776,0.35,59.6,62.0,4.62,4.57,2.74,653.0362
2777,0.7,66.5,57.0,5.51,5.4,3.64,1779.0641
2778,0.52,60.1,58.0,5.23,5.18,3.13,1405.604
2779,1.23,63.1,56.0,6.81,6.78,4.29,6547.2314
2780,0.56,61.3,56.0,5.28,5.32,3.25,1625.6154
2781,0.3,62.1,58.0,4.28,4.25,2.65,561.7445
2782,0.7,60.6,57.0,5.81,5.74,3.5,2458.7854
2783,1.65,63.4,59.0,7.53,7.49,4.76,10081.97
2784,1.02,63.5,55.0,6.3,6.37,4.02,4748.2305
2785,1.27,61.5,58.0,6.95,6.99,4.29,7151.552
2786,0.59,62.3,54.0,5.38,5.41,3.36,1844.3319
2787,1.02,62.8,57.0,6.38,6.35,4.0,4620.199
2788,1.01,63.2,58.0,6.42,6.35,4.04,4494.63
2789,1.04,62.7,54.0,6.51,6.47,4.07,5506.9814
2790,0.38,62.2,56.0,4.64,4.66,2.89,721.62683
2791,1.05,61.2,57.0,6.54,6.59,4.02,5457.68
2792,0.41,63.3,57.0,4.69,4.72,2.98,737.00183
2793,0.33,61.6,60.0,4.42,4.45,2.73,608.7211
2794,0.37,61.1,55.0,4.64,4.69,2.85,734.30084
2795,0.32,61.3,57.0,4.37,4.4,2.69,615.0763
2796,1.2,59.0,60.0,6.9,6.97,4.09,6716.6953
2797,1.09,61.6,54.0,6.69,6.62,4.1,6225.33
2798,0.44,60.9,55.0,4.92,4.96,3.01,1135.9731
2799,0.3,63.1,58.0,4.26,4.3,2.7,564.86365
2800,1.24,60.4,57.0,6.95,7.02,4.22,7484.6426
2801,2.18,61.0,60.0,8.29,8.33,5.07,14189.973
2802,1.22,62.0,55.0,6.91,6.83,4.26,7129.4736
2803,0.46,56.2,61.0,5.16,5.24,2.92,1291.5471
2804,1.13,62.0,57.0,6.73,6.66,4.15,5966.745
2805,2.01,60.7,57.0,8.21,8.17,4.97,13861.777
2806,0.33,60.1,59.0,4.46,4.49,2.69,632.5378
2807,2.09,63.4,55.0,8.11,8.18,5.16,13952.871
2808,0.55,61.8,55.0,5.28,5.32,3.27,1653.8394
2809,1.03,62.3,59.0,6.39,6.45,4.0,4569.082
2810,1.2,62.3,55.0,6.83,6.79,4.24,6766.827
2811,0.54,61.0,56.0,5.25,5.3,3.22,1586.4154
2812,0.3,60.8,57.0,4.31,4.34,2.63,591.7972
2813,1.01,63.6,58.0,6.31,6.37,4.03,4307.1353
2814,0.27,62.2,56.0,4.15,4.18,2.59,538.08154
2815,0.27,62.0,60.0,4.15,4.17,2.58,504.82303
2816,0.42,62.4,57.0,4.79,4.76,2.98,779.3949
2817,0.35,62.1,56.0,4.52,4.56,2.82,679.48047
2818,0.72,60.9,57.0,5.79,5.77,3.52,2479.2266
2819,0.7,67.2,55.0,5.48,5.54,3.7,1925.3843
2820,0.87,62.5,57.0,6.13,6.06,3.81,3474.7622
2821,0.7,62.2,58.0,5.63,5.66,3.51,2119.87
2822,1.76,62.0,58.0,7.74,7.7,4.79,11678.99
2823,1.01,63.7,60.0,6.35,6.3,4.03,3964.3625
2824,0.9,64.3,62.0,6.0,6.07,3.88,2645.5498
2825,0.4,61.9,56.0,4.72,4.75,2.93,772.0814
2826,1.01,62.2,55.0,6.4,6.43,3.99,5098.8135
2827,1.17,59.6,62.0,6.88,6.82,4.08,6002.7725
2828,2.01,59.6,60.0,8.13,8.19,4.86,13553.764
2829,1.41,61.2,60.0,7.21,7.17,4.4,8105.199
2830,0.71,61.8,56.2,5.7,5.75,3.53,2388.6028
2831,0.5,63.2,58.0,5.08,5.04,3.2,1139.7694
2832,0.9,60.9,56.0,6.25,6.27,3.81,4343.084
2833,2.04,59.3,61.0,8.3,8.25,4.91,13843.027
2834,0.41,62.0,60.0,4.78,4.74,2.95,732.52325
2835,1.01,59.4,62.0,6.47,6.43,3.83,4420.7773
2836,1.51,59.5,57.0,7.56,7.46,4.47,10606.858
2837,0.31,62.1,56.0,4.35,4.38,2.71,612.9916
2838,0.31,63.0,58.0,4.29,4.32,2.71,575.1616
2839,0.31,61.7,55.0,4.37,4.39,2.7,626.4477
2840,0.46,61.0,58.0,5.03,4.97,3.05,1081.0956
2841,1.3,62.2,58.0,6.92,6.98,4.32,7039.1475
2842,0.7,63.4,59.0,5.58,5.55,3.53,1892.62
2843,0.35,63.8,56.0,4.45,4.48,2.85,651.9965
2844,0.33,61.0,55.0,4.49,4.52,2.75,673.6274
2845,1.34,62.0,56.0,7.09,7.03,4.38,8079.075
2846,1.0,61.8,58.0,6.37,6.44,3.96,4649.3643
2847,0.91,60.7,57.0,6.26,6.23,3.79,4185.6367
2848,0.3,62.2,56.0,4.28,4.3,2.67,586.028
2849,1.2,62.0,58.0,6.84,6.77,4.22,6315.5684
2850,0.41,62.4,54.0,4.76,4.79,2.98,916.1468
2851,0.34,61.8,55.0,4.49,4.51,2.78,672.40155
2852,0.6,62.1,55.0,5.39,5.42,3.35,1817.1664
2853,1.01,62.2,60.0,6.4,6.37,3.97,4277.7334
2854,0.55,61.6,57.0,5.29,5.23,3.24,1513.4921
2855,0.47,62.4,58.0,4.94,4.99,3.1,1011.9352
2856,0.51,61.0,59.0,5.16,5.1,3.13,1235.0161
2857,0.62,60.7,58.0,5.53,5.51,3.35,1897.9603
2858,1.0,60.5,59.0,6.4,6.45,3.89,4673.398
2859,1.11,62.7,59.0,6.58,6.62,4.14,5280.659
2860,1.0,60.6,56.0,6.5,6.54,3.95,5404.0117
2861,1.04,60.9,58.0,6.5,6.6,3.99,5268.027
2862,1.76,62.4,58.0,7.7,7.65,4.79,11427.327
2863,0.38,60.3,57.0,4.71,4.77,2.86,754.66455
2864,0.54,63.2,60.0,5.13,5.16,3.25,1178.7572
2865,1.5,62.6,58.0,7.25,7.29,4.55,8929.884
2866,1.12,58.6,58.0,6.85,6.81,4.0,6521.691
2867,1.0,65.1,59.0,6.3,6.23,4.08,3780.086
2868,1.15,62.5,55.0,6.72,6.68,4.19,6275.0967
2869,0.7,62.2,58.0,5.69,5.72,3.55,2220.0586
2870,0.33,62.4,58.0,4.37,4.41,2.74,608.8013
2871,0.7,61.8,58.0,5.66,5.73,3.52,2215.8875
2872,0.42,62.8,56.0,4.76,4.8,3.0,823.08325
2873,0.23,63.0,58.0,3.92,3.95,2.48,466.23233
2874,0.72,62.1,54.0,5.76,5.8,3.59,2692.545
2875,0.73,61.7,60.0,5.71,5.8,3.55,2226.298
2876,1.53,60.1,59.0,7.47,7.51,4.5,10080.068
2877,0.95,58.0,66.0,6.5,6.46,3.76,3944.1384
2878,1.51,65.8,57.0,7.09,7.17,4.69,8135.527
2879,2.03,63.7,58.0,7.91,7.94,5.05,12999.704
2880,0.32,62.3,54.0,4.37,4.4,2.73,637.2049
2881,0.53,59.1,59.0,5.33,5.26,3.13,1500.039
2882,2.01,65.6,56.0,7.89,7.84,6.16,13905.72
2883,0.42,62.0,55.0,4.81,4.87,3.0,967.426
2884,0.82,62.1,56.0,6.02,5.97,3.72,3226.1775
2885,0.52,61.8,57.0,5.16,5.19,3.2,1379.1753
2886,1.17,62.2,56.0,6.74,6.77,4.2,6367.087
2887,0.72,63.0,59.0,5.7,5.72,3.6,2162.1182
2888,0.71,59.5,57.0,5.86,5.83,3.48,2653.3594
2889,0.31,61.6,55.0,4.37,4.4,2.7,628.4255
2890,0.71,59.1,59.0,5.88,5.83,3.46,2517.9307
2891,0.5,65.1,59.0,5.01,4.92,3.23,925.054
2892,0.34,61.6,56.0,4.48,4.51,2.77,663.2113
2893,1.01,60.8,57.0,6.54,6.52,3.97,5296.3057
2894,0.9,65.4,56.0,6.11,6.04,3.97,3365.6619
2895,1.52,61.5,55.0,7.41,7.44,4.57,10432.586
2896,1.57,61.1,55.0,7.55,7.53,4.61,11118.108
2897,0.42,61.7,57.0,4.82,4.8,2.97,841.42596
2898,0.3,60.5,59.0,4.32,4.34,2.62,577.8821
2899,2.05,61.6,55.0,8.18,8.11,5.02,13948.509
2900,0.51,65.3,55.0,4.97,4.96,3.24,1118.5438
2901,0.43,60.7,58.0,4.88,4.84,2.95,886.1887
2902,0.86,62.3,54.0,6.13,6.07,3.8,3920.2104
2903,0.77,59.4,59.0,6.0,5.96,3.55,2889.6353
2904,0.91,61.8,56.0,6.21,6.24,3.85,4181.0024
2905,0.81,63.0,56.0,5.95,5.9,3.73,2922.5374
2906,1.06,62.8,56.0,6.47,6.55,4.09,5316.4004
2907,0.41,62.9,58.0,4.73,4.72,2.97,735.7285
2908,0.44,61.9,57.0,4.83,4.9,3.01,918.9722
2909,0.94,62.5,58.0,6.26,6.18,3.89,3873.7544
2910,0.57,60.7,57.0,5.39,5.36,3.26,1692.1578
2911,1.51,62.3,59.0,7.31,7.35,4.57,9060.645
2912,0.43,61.9,57.0,4.83,4.86,3.0,887.94135
2913,1.15,60.2,57.0,6.8,6.77,4.09,6439.907
2914,1.0,61.0,62.0,6.41,6.34,3.89,4035.3003
2915,0.31,62.9,58.0,4.27,4.31,2.7,570.70984
2916,2.2,58.9,60.0,8.63,8.52,5.05,14992.27
2917,0.4,59.6,61.0,4.79,4.84,2.87,743.5221
2918,0.63,61.9,56.0,5.5,5.52,3.41,1965.0226
2919,1.47,62.6,60.0,7.17,7.24,4.51,8151.251
2920,0.4,63.8,54.0,4.72,4.68,3.0,781.02167
2921,0.5,61.2,63.0,5.14,5.09,3.13,1012.17267
2922,1.5,61.4,55.0,7.35,7.44,4.54,10253.581
2923,1.01,62.4,53.0,6.42,6.47,4.02,5468.532
2924,1.01,63.6,57.0,6.39,6.35,4.05,4550.657
2925,0.38,61.3,56.0,4.67,4.7,2.87,734.4465
2926,0.7,60.3,60.0,5.69,5.75,3.45,2190.1978
2927,0.36,61.0,56.0,4.57,4.61,2.8,699.4577
2928,1.0,61.8,61.0,6.4,6.31,3.93,4052.278
2929,0.36,60.9,59.0,4.58,4.62,2.8,678.6631
2930,1.61,62.6,58.0,7.44,7.48,4.67,10060.523
2931,0.47,59.3,56.0,5.07,5.05,3.02,1306.4976
2932,0.36,61.6,56.0,4.6,4.62,2.84,705.4587
2933,0.77,61.9,57.0,5.88,5.91,3.65,2726.1787
2934,0.3,62.3,55.0,4.31,4.33,2.69,603.6254
2935,0.36,61.8,56.0,4.56,4.6,2.83,695.0443
